"A/B","Dept ","UNFI UPC","Item #","Vendor","Pack Size","Description","featured or tpr","line notes","Reg Case","Total Discount","Sale Case","Rebate per unit","Net Sale Unit","Sale Price","Margin"
"TPR","Body Care","1-87132-00210-9","C210","Alaffia","6/2 OZ","SHEA AND RED PALM NURTURING LOTION, TRAVEL","TPR","Direct",$10.74,20%,$8.59,,$1.43,$2.69,47%
"TPR","Body Care","1-87132-00211-6","C211","Alaffia","6/2 OZ","SHEA BUTTER BODY MILK, TRAVEL","TPR","Direct",$10.74,20%,$8.59,,$1.43,$2.69,47%
"TPR","Body Care","1-87132-00212-3","C212","Alaffia","6/2 OZ","SHEA BUTTER KOLA GINGER LOTION, TRAVEL","TPR","Direct",$10.74,20%,$8.59,,$1.43,$2.69,47%
"TPR","Body Care","1-87132-00213-0","C213","Alaffia","6/2 OZ","HONEY AND SHEA NOURISHING SHAMPOO, TRAVEL","TPR","Direct",$10.74,20%,$8.59,,$1.43,$2.69,47%
"TPR","Body Care","1-87132-00214-7","C214","Alaffia","6/2 OZ","HONEY AND SHEA NOURISHING CONDITIONER, TRAVEL","TPR","Direct",$10.74,20%,$8.59,,$1.43,$2.69,47%
"TPR","Body Care","1-87132-00215-4","C215","Alaffia","6/2 OZ","SHEA AND VIRGIN COCONUT ENRICHING SHAMPOO, TRAVEL","TPR","Direct",$10.74,20%,$8.59,,$1.43,$2.69,47%
"TPR","Body Care","1-87132-00216-1","C216","Alaffia","6/2 OZ","SHEA AND VIRGIN COCONUT ENRICHING HAIR LOTION, TRAVEL","TPR","Direct",$10.74,20%,$8.59,,$1.43,$2.69,47%
"TPR","Body Care","1-87132-00045-7","C045","Alaffia","24/.15 OZ","SHEA BUTTER AND RED PALM LIP BALM, TANGERINE-CLOVE","TPR","Direct",$43.05,20%,$34.44,,$1.44,$2.69,47%
"TPR","Body Care","1-87132-00085-3","C085","Alaffia","24/.15 OZ","SHEA AND COCOA BUTTER LIP BALM, NATURAL MOCHA","TPR","Direct",$43.05,20%,$34.44,,$1.44,$2.69,47%
"TPR","Body Care","1-87132-00086-0","C086","Alaffia","24/.15 OZ","SHEA BUTTER AND BAOBAB LIP BALM, ORANGE-MINT","TPR","Direct",$43.05,20%,$34.44,,$1.44,$2.69,47%
"TPR","Body Care","1-87132-00069-3","S069","Alaffia","EA 3 OZ","COCOA BUTTER SOAP, VANILLA MOCHA","TPR","Direct",$2.37,20%,$1.90,,$1.90,$3.49,46%
"TPR","Body Care","1-87132-00072-3","S072","Alaffia","EA 3 OZ","COCONUT AND SHEA BUTTER SOAP, REFRESHING COCONUT","TPR","Direct",$2.37,20%,$1.90,,$1.90,$3.49,46%
"TPR","Body Care","1-87132-00073-0","S073","Alaffia","EA 3 OZ","RED PALM AND SHEA BUTTER SOAP W/ MELON SEED, AFRICAN SUNSET","TPR","Direct",$2.37,20%,$1.90,,$1.90,$3.49,46%
"TPR","Body Care","1-87132-00075-4","S075","Alaffia","EA 3 OZ","SHEA BUTTER FACIAL SOAP W/ROOIBOS AND GOATS MILK, YLANG YLANG","TPR","Direct",$2.37,20%,$1.90,,$1.90,$3.49,46%
"TPR","Body Care","1-87132-00080-8","S080","Alaffia","EA 3 OZ","SHEA BUTTER SOAP, LAVENDER MINT","TPR","Direct",$2.37,20%,$1.90,,$1.90,$3.49,46%
"TPR","Body Care","1-87132-00083-9","S083","Alaffia","EA 3 OZ","SHEA BUTTER SPA SOAP W/DEAD SEA SALT, ROSEMARY EUCALYPTUS","TPR","Direct",$2.37,20%,$1.90,,$1.90,$3.49,46%
"TPR","Body Care","1-87132-00084-6","S084","Alaffia","EA 3 OZ","SHEA BUTTER AND AFRICAN WILD HONEY SOAP, UNSCENTED","TPR","Direct",$2.37,20%,$1.90,,$1.90,$3.49,46%
"TPR","Body Care","1-87132-00143-0","S143","Alaffia","EA 3 OZ","SHEA BUTTER AND GOATS MILK DAILY TONING FACIAL SOAP","TPR","Direct",$2.37,20%,$1.90,,$1.90,$3.49,46%
"TPR","Body Care","1-87132-00193-5","S193","Alaffia","EA 3 OZ","ROOIBOS AND SHEA BUTTER ANTIOXIDANT GOAT MILK SOAP","TPR","Direct",$2.37,20%,$1.90,,$1.90,$3.49,46%
"TPR","Body Care","1-87132-00194-2","S194","Alaffia","EA 3 OZ","GREEN TEA AND SHEA BUTTER REVITALIZING GOAT MILK SOAP","TPR","Direct",$2.37,20%,$1.90,,$1.90,$3.49,46%
"TPR","Body Care","1-87132-00195-9","S195","Alaffia","EA 3 OZ","COFFEE AND SHEA BUTTER CAF AU LAIT GOAT MILK SOAP","TPR","Direct",$2.37,20%,$1.90,,$1.90,$3.49,46%
"TPR","Body Care","1-87132-00151-5","S151","Alaffia","EA .8 OZ","ALAFFIA BASICS NEEM OIL","TPR","Direct",$4.17,20%,$3.34,,$3.34,$5.99,44%
"TPR","Body Care","1-87132-00001-3","S001","Alaffia","EA 2 OZ","BLISSFUL BABY BALM, UNSCENTED","TPR","Direct",$4.77,20%,$3.82,,$3.82,$6.99,45%
"TPR","Body Care","1-87132-00042-6","S042","Alaffia","EA 2 OZ","SHEA BUTTER HAND AND BODY BALM, ROSE GERANIUM","TPR","Direct",$4.77,20%,$3.82,,$3.82,$6.99,45%
"TPR","Body Care","1-87132-00012-9","S012","Alaffia","EA 8 OZ","AFRICAN BLACK LIQUID SOAP, UNSCENTED","TPR","Direct",$5.37,20%,$4.30,,$4.30,$7.99,46%
"TPR","Body Care","1-87132-00013-6","S013","Alaffia","EA 8 OZ","AFRICAN BLACK LIQUID SOAP, SAVANNA SPICE","TPR","Direct",$5.37,20%,$4.30,,$4.30,$7.99,46%
"TPR","Body Care","1-87132-00233-8","C233","Alaffia","12/.5 OZ","FACIAL SERUM SET","TPR","Direct",$69.99,20%,$55.99,,$4.67,$8.69,46%
"TPR","Body Care","1-87132-00230-7","C230","Alaffia","4/.5 OZ","BAOBAB OIL FACIAL SERUM","TPR","Direct",$23.88,20%,$19.10,,$4.78,$8.69,45%
"TPR","Body Care","1-87132-00231-4","C231","Alaffia","4/.5 OZ","MELON SEED FACIAL SERUM","TPR","Direct",$23.88,20%,$19.10,,$4.78,$8.69,45%
"TPR","Body Care","1-87132-00232-1","C232","Alaffia","4/.5 OZ","SESAME OIL FACIAL SERUM","TPR","Direct",$23.88,20%,$19.10,,$4.78,$8.69,45%
"TPR","Body Care","1-87132-00007-5","S007","Alaffia","EA 8 OZ","SHEA BUTTER MOISTURIZING LOTION, UNSCENTED","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00009-9","S009","Alaffia","EA 2 OZ","HANDCRAFTED SHEA BUTTER, UNSCENTED","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00010-5","S010","Alaffia","EA 2 OZ","HANDCRAFTED SHEA BUTTER, LAVENDER/MINT","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00011-2","S011","Alaffia","EA 2 OZ","HANDCRAFTED SHEA BUTTER, SAVANNA SPICE","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00025-9","S025","Alaffia","EA 8 OZ","SHEA BUTTER MOISTURIZING LOTION, LAVENDER MINT","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00026-6","S026","Alaffia","EA 8 OZ","SHEA BUTTER MOISTURIZING LOTION, TANGERINE GINGER","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00120-1","S120","Alaffia","EA 8 OZ","NEEM AND SHEA BUTTER SCALP RECOVERY SHAMPOO","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00121-8","S121","Alaffia","EA 8 OZ","VIRGIN COCONUT AND SHEA DAILY HYDRATING SHAMPOO","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00122-5","S122","Alaffia","EA 8 OZ","SHEA BUTTER AND HONEY NOURISHING SHAMPOO","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00123-2","S123","Alaffia","EA 8 OZ","SHEA BUTTER AND HENNA MOISTURIZING SHAMPOO","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00124-9","S124","Alaffia","EA 8 OZ","SHEA AND VIRGIN COCONUT ENRICHING SHAMPOO","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00125-6","S125","Alaffia","EA 8 OZ","KOLA, GINGER AND SHEA FORTIFYING SHAMPOO","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00126-3","S126","Alaffia","EA 8 OZ","SHEA AND COFFEE REVITALIZING SHAMPOO","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00130-0","S130","Alaffia","EA 8 OZ","NEEM AND SHEA BUTTER SCALP RECOVERY CONDITIONER","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00131-7","S131","Alaffia","EA 8 OZ","VIRGIN COCONUT AND SHEA DAILY HYDRATING CONDITIONER","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00132-4","S132","Alaffia","EA 8 OZ","SHEA BUTTER AND HONEY NOURISHING CONDITIONER","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00133-1","S133","Alaffia","EA 8 OZ","SHEA BUTTER AND HENNA MOISTURIZING CONDITIONER","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00134-8","S134","Alaffia","EA 8 OZ","SHEA AND VIRGIN COCONUT ENRICHING HAIR LOTION","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00135-5","S135","Alaffia","EA 8 OZ","KOLA, GINGER AND SHEA FORTIFYING CONDITIONER","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00136-2","S136","Alaffia","EA 8 OZ","SHEA AND COFFEE REVITALIZING CONDITIONER","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00185-0","S185","Alaffia","EA 2 OZ","HANDCRAFTED SHEA BUTTER, VANILLA ALMOND","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00190-4","S190","Alaffia","EA 2 OZ","ANTIOXIDANT SHEA BUTTER","TPR","Direct",$6.57,20%,$5.26,,$5.26,$9.59,45%
"TPR","Body Care","1-87132-00058-7","S058","Alaffia","EA 8 OZ","VIRGIN COCONUT HYDRATING LOTION, REF. COCONUT","TPR","Direct",$7.17,20%,$5.74,,$5.74,$10.49,45%
"TPR","Body Care","1-87132-00060-0","S060","Alaffia","EA 8 OZ","NEEM AND SHEA BUTTER THERAPEUTIC LOTION, SAVANNA MORNING","TPR","Direct",$7.17,20%,$5.74,,$5.74,$10.49,45%
"TPR","Body Care","1-87132-00061-7","S061","Alaffia","EA 8 OZ","COCOA BUTTER INTENSIVE LOTION, VANILLA MOCHA","TPR","Direct",$7.17,20%,$5.74,,$5.74,$10.49,45%
"TPR","Body Care","1-87132-00164-5","S164","Alaffia","EA 8 OZ","SHEA AND ROOIBOS ANTIOXIDANT BODY LOTION","TPR","Direct",$7.17,20%,$5.74,,$5.74,$10.49,45%
"TPR","Body Care","1-87132-00165-2","S165","Alaffia","EA 8 OZ","SHEA AND COFFEE CAFE AU LAIT BODY LOTION","TPR","Direct",$7.17,20%,$5.74,,$5.74,$10.49,45%
"TPR","Body Care","1-87132-00166-9","S166","Alaffia","EA 8 OZ","SHEA AND GREEN TEA REVITALIZING BODY LOTION","TPR","Direct",$7.17,20%,$5.74,,$5.74,$10.49,45%
"TPR","Body Care","1-87132-00186-7","S186","Alaffia","EA 8 OZ","SHEA BUTTER BODY MILK W/ AFRICAN WILD HONEY, ALMD VAN","TPR","Direct",$7.17,20%,$5.74,,$5.74,$10.49,45%
"TPR","Body Care","1-87132-00187-4","S187","Alaffia","EA 8 OZ","SHEA AND RED PALM NURTURING LOTION, MANGO CITRUS","TPR","Direct",$7.17,20%,$5.74,,$5.74,$10.49,45%
"TPR","Body Care","1-87132-00198-0","S198","Alaffia","EA 8 OZ","KOLA GINGER SHEA LOTION, GING. SPICE","TPR","Direct",$7.17,20%,$5.74,,$5.74,$10.59,46%
"TPR","Body Care","1-87132-00002-0","S002","Alaffia","EA 4 OZ","VIRGIN COCONUT OIL CREAM, FRESH COCONUT","TPR","Direct",$7.77,20%,$6.22,,$6.22,$11.49,46%
"TPR","Body Care","1-87132-00065-5","S065","Alaffia","EA 4 OZ","COCOA BUTTER CREAM, VANILLA MOCHA","TPR","Direct",$7.77,20%,$6.22,,$6.22,$11.49,46%
"TPR","Body Care","1-87132-00067-9","S067","Alaffia","EA 4 OZ","SHEA BUTTER MOISTURIZING CREAM, SAVANNA RAIN","TPR","Direct",$7.77,20%,$6.22,,$6.22,$11.49,46%
"TPR","Body Care","1-87132-00181-2","S181","Alaffia","EA 3.4 OZ","ROOIBOS AND SHEA ANTIOXIDANT FACIAL CLEANSER","TPR","Direct",$8.37,20%,$6.70,,$6.70,$11.99,44%
"TPR","Body Care","1-87132-00182-9","S182","Alaffia","EA 3.4 OZ","ROOIBOS AND SHEA ANTIOXIDANT FACIAL TONER","TPR","Direct",$8.37,20%,$6.70,,$6.70,$11.99,44%
"TPR","Body Care","1-87132-00191-1","S191","Alaffia","EA 4 OZ","SHEA BUTTER ANTIOXIDANT BODY CREAM","TPR","Direct",$9.50,20%,$7.60,,$7.60,$13.99,46%
"TPR","Body Care","1-87132-00192-8","S192","Alaffia","EA 4 OZ","SHEA BUTTER UNSCENTED BODY CREAM","TPR","Direct",$9.50,20%,$7.60,,$7.60,$13.99,46%
"TPR","Body Care","1-87132-00005-1","S005","Alaffia","EA 2.3 OZ","ROOIBOS AND SHEA ANTIOXIDANT FACE CREAM","TPR","Direct",$9.57,20%,$7.66,,$7.66,$13.99,45%
"TPR","Body Care","1-87132-00063-1","S063","Alaffia","EA 2.3 OZ","BAOBAB AND SHEA BUTTER SKIN RENEWAL CREAM","TPR","Direct",$10.17,20%,$8.14,,$8.14,$14.99,46%
"TPR","Body Care","1-87132-00064-8","S064","Alaffia","EA 2.3 OZ","NEEM AND SHEA BUTTER SKIN RECOVERY CREAM","TPR","Direct",$10.17,20%,$8.14,,$8.14,$14.99,46%
"TPR","Body Care","1-87132-00183-6","S183","Alaffia","EA 3.4 OZ","SHEA BUTTER DAILY CLEANSING MILK","TPR","Direct",$10.17,20%,$8.14,,$8.14,$14.99,46%
"TPR","Body Care","1-87132-00184-3","S184","Alaffia","EA 3.4 OZ","SHEA AND BAOBAB REFRESHING FACIAL TONER","TPR","Direct",$10.17,20%,$8.14,,$8.14,$14.99,46%
"TPR","Body Care","1-87132-00141-6","S141","Alaffia","EA 2.3 OZ","SHEA BUTTER DAILY TONING FACE CREAM","TPR","Direct",$15.57,20%,$12.46,,$12.46,$22.99,46%
"TPR","Body Care","1-87132-00142-3","S142","Alaffia","EA 2.3 OZ","SHEA BUTTER NIGHT RADIANCE FACE CREAM","TPR","Direct",$15.57,20%,$12.46,,$12.46,$22.99,46%
"TPR","Body Care","1-87132-00035-8","S035","Alaffia","EA","AFRICAN GRASS BASKET, ROUND W/ ONE HNDL","TPR","Direct",$21.57,20%,$17.26,,$17.26,$31.49,45%
"TPR","Body Care","1-87132-00188-1","S188","Alaffia","EA","HANDWVN AFRICAN GRASS BASKET - OVAL W/ TWO HNDLS","TPR","Direct",$21.57,20%,$17.26,,$17.26,$31.49,45%
"TPR","Body Care","1-87132-00189-8","S189","Alaffia","EA","HANDWVN AFRICAN SHOULDER BAG, ROUND","TPR","Direct",$25.67,20%,$20.54,,$20.54,$37.49,45%
"TPR","Body Care","1-87132-00500-1","C500","EveryDay Shea","6/32 OZ","EVERYDAY SHEA BODY LOTION, UNSCENTED","TPR","Direct",$42.00,20%,$33.60,,$5.60,$9.99,44%
"TPR","Body Care","1-87132-00501-8","C501","EveryDay Shea","6/32 OZ","EVERYDAY SHEA BODY LOTION, LAVENDER","TPR","Direct",$42.00,20%,$33.60,,$5.60,$9.99,44%
"TPR","Body Care","1-87132-00502-5","C502","EveryDay Shea","6/32 OZ","EVERYDAY SHEA BODY LOTION, VANILLA","TPR","Direct",$42.00,20%,$33.60,,$5.60,$9.99,44%
"TPR","Body Care","1-87132-00505-6","C505","EveryDay Shea","6/32 OZ","EVERYDAY SHEA BODY WASH, UNSCENTED","TPR","Direct",$42.00,20%,$33.60,,$5.60,$9.99,44%
"TPR","Body Care","1-87132-00506-3","C506","EveryDay Shea","6/32 OZ","EVERYDAY SHEA BODY WASH, LAVENDER","TPR","Direct",$42.00,20%,$33.60,,$5.60,$9.99,44%
"TPR","Body Care","1-87132-00507-0","C507","EveryDay Shea","6/32 OZ","EVERYDAY SHEA BODY WASH, VANILLA-MINT","TPR","Direct",$42.00,20%,$33.60,,$5.60,$9.99,44%
"TPR","Body Care","1-87132-00520-9","C520","EveryDay Shea","6/32 OZ","EVERYDAY SHEA SHAMPOO, LAVENDAR","TPR","Direct",$42.00,20%,$33.60,,$5.60,$9.99,44%
"TPR","Body Care","1-87132-00521-6","C521","EveryDay Shea","6/32 OZ","EVERYDAY SHEA CONDITIONER, LAVENDER","TPR","Direct",$42.00,20%,$33.60,,$5.60,$9.99,44%
"TPR","Body Care","1-87132-00522-3","C522","EveryDay Shea","6/32 OZ","EVERYDAY SHEA SHAMPOO, VANILLA-MINT","TPR","Direct",$42.00,20%,$33.60,,$5.60,$9.99,44%
"TPR","Body Care","1-87132-00523-0","C523","EveryDay Shea","6/32 OZ","EVERYDAY SHEA CONDITIONER, VANILLA-MINT","TPR","Direct",$42.00,20%,$33.60,,$5.60,$9.99,44%
"TPR","Body Care","7-24742-00802-4",389932,"ALBA","EA 8 OZ","FACIAL CLEANSER,PNAPL","TPR",,$6.24,20%,$5.07,,$5.07,$8.99,44%
"TPR","Body Care","7-24742-00804-8",389957,"ALBA","EA 8 OZ","FACIAL WASH,COCONUT M","TPR",,$6.24,20%,$5.07,,$5.07,$8.99,44%
"TPR","Body Care","7-24742-00806-2",389973,"ALBA","EA 8.5 OZ","FACIAL TONER,HIBISCUS","TPR",,$6.24,20%,$5.07,,$5.07,$8.99,44%
"TPR","Body Care","7-24742-00808-6",390336,"ALBA","EA 4 OZ","FACIAL SCRUB,PNAPL EN","TPR",,$6.24,20%,$5.07,,$5.07,$8.99,44%
"TPR","Body Care","7-24742-00810-9",390112,"ALBA","EA 3 OZ","FACIAL MASK,PAPAYA EN","TPR",,$6.24,20%,$5.07,,$5.07,$8.99,44%
"TPR","Body Care","7-24742-00812-3",390138,"ALBA","EA 3 OZ","MOIST,OIL FR,ALOE&GRN","TPR",,$8.65,20%,$7.03,,$7.03,$12.99,46%
"TPR","Body Care","7-24742-00814-7",390153,"ALBA","EA 3 OZ","MOISTURE CRM,JASMN&VI","TPR",,$8.65,20%,$7.03,,$7.03,$12.99,46%
"TPR","Body Care","7-24742-00816-1",390179,"ALBA","EA 1 OZ","EYE GEL,GREEN TEA","TPR",,$8.65,20%,$7.03,,$7.03,$12.99,46%
"TPR","Body Care","7-24742-00817-8",782631,"ALBA","EA 7 OZ","BODY WASH,EXFOL,PAP M","TPR",,$4.79,20%,$3.89,,$3.89,$6.99,44%
"TPR","Body Care","7-24742-00818-5",390252,"ALBA","EA 14.5 OZ","BODY SCRUB,SEA SALT","TPR",,$5.28,20%,$4.29,,$4.29,$7.99,46%
"TPR","Body Care","7-24742-00820-8",390294,"ALBA","EA 10 OZ","BODY POLISH,SUGAR CAN","TPR",,$5.28,20%,$4.29,,$4.29,$7.99,46%
"TPR","Body Care","7-24742-00822-2",390310,"ALBA","EA 6.5 OZ","BODY CREAM,PAPAYA MAN","TPR",,$6.24,20%,$5.07,,$5.07,$8.99,44%
"TPR","Body Care","7-24742-00824-6",390328,"ALBA","EA 6.5 OZ","BODY CREAM,KUKUI NUT","TPR",,$6.24,20%,$5.07,,$5.07,$8.99,44%
"TPR","Body Care","7-24742-00825-3",408609,"ALBA","EA 4 OZ","SUNBLOCK,ALOE VERA,SP","TPR",,$4.79,20%,$3.89,,$3.89,$6.99,44%
"TPR","Body Care","7-24742-00826-0",390096,"ALBA","EA 8.5 OZ","AFTER SUN LTN,KONA CO","TPR",,$5.76,20%,$4.68,,$4.68,$8.49,45%
"TPR","Body Care","7-24742-00827-7",403410,"ALBA","EA 4 OZ","SUNBLOCK,GREEN TEA,SP","TPR",,$4.79,20%,$3.89,,$3.89,$6.99,44%
"TPR","Body Care","7-24742-00828-4",390369,"ALBA","EA 7 OZ","HAND&BODY LOTN,COCOA","TPR",,$4.79,20%,$3.89,,$3.89,$6.99,44%
"TPR","Body Care","7-24742-00830-7",390351,"ALBA","EA 7 OZ","BODY WASH,PASSION FRU","TPR",,$4.79,20%,$3.89,,$3.89,$6.99,44%
"TPR","Body Care","7-24742-00831-4",408724,"ALBA","EA 4.5 OZ","SUNSCREEN,DRY OIL,SPF","TPR",,$4.79,20%,$3.89,,$3.89,$6.99,44%
"TPR","Body Care","7-24742-00834-5",389999,"ALBA","EA 8.5 OZ","MASSAGE OIL,KUKUI NUT","TPR",,$4.79,20%,$3.89,,$3.89,$6.99,44%
"TPR","Body Care","7-24742-00835-2",596593,"ALBA","24/.15 OZ","LIP BALM,PINEAPPLE QU","TPR",,$34.41,20%,$27.98,,$1.17,$2.19,47%
"TPR","Body Care","7-24742-00836-9",390195,"ALBA","24/.15 OZ","LIP BALM,PASSION FRUI","TPR",,$34.41,20%,$27.98,,$1.17,$2.19,47%
